date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	notes
2023-11-05	0									150000
2023-11-06	0		BUY	3015.34						150000
2023-11-15	3078		BUY	2999.04						150000
2023-11-20	6393		BUY	3000.42			0.2			150000
2023-11-27	9423		BUY	3000.11						160000
2023-12-06	12441		BUY	3000.65						172165
2023-12-12	15704		BUY	3000.04			0.62			212165
2023-12-18	19450		BUY	5000			9.81			207165
2023-12-26	24884		BUY	5009.77			40.28			191000
2024-01-02	29793		BUY	5040.26			813.62			191000
2024-01-08	34160		BUY	5008.43						191000
2024-01-15	39143		BUY	4999.99						191000
2024-01-22	45056		BUY	5000						191000
2024-01-29	50923		BUY	5000.01						191681
2024-02-05	56127		BUY	5000.05						191681
2024-02-12	65300		SELL	5000.25						191681
2024-02-20	59479		BUY	9999.88			3.88			171681
2024-02-26	71407		BUY	10004.13						171681
2024-03-04	85718		BUY	10000.09						171681
2024-03-11	97215		BUY	10000.01						162214.22
2024-03-18	108084		BUY	10005.29			20.44			162214.22
2024-03-25	120900		BUY	10015.11			174.58			162214.22
2024-04-01	130969		BUY	10174.56						162214.22
2024-04-10	138346		BUY	10000						162214.22
2024-04-17	139707		BUY	10000.02			0.48			162214.22
2024-04-26	149594		BUY	4999.92						162214.22
2024-05-01	152283		BUY	5000.63						170000
2024-05-08	167932		BUY	4999.96			39.58			170000
2024-05-15	175327		BUY	5039.6			11.63			175000
2024-05-21	189473		SELL	5000.01			45.23			175000
2024-06-05	184351		BUY	4999.99						180000
2024-06-11	192528		BUY	5000			15.61			190000
2024-06-17	207957		SELL	5000.03			17.6			198000
2024-06-26	199686		BUY	4999.98			147.78			198000
2024-07-02	206723		BUY	4999.96			260.16			198000
2024-07-09	221424		BUY	6999.98						205000
2024-07-16	230651		SELL	7000.07						210000
2024-07-25	219206		BUY	6999.96			0.51			210000
2024-07-29	214632		BUY	6999.98						210000
2024-08-06	200050		BUY	7000.54						217000
2024-08-14	219403		BUY	6999.98			18.78			230593.49
2024-08-20	237716		BUY	6999.95			0.65			230593.49
2024-08-27	244392		BUY	6999.94						237343.49
2024-09-05	240552		BUY	7000.77						249366.55
2024-09-16	246465		BUY	4999.99			53.29			252419.79
2024-09-25	263145		BUY	1000.74			13.85			252419.79
2024-09-26	280048		BUY	999.98			66.92			252419.79
2024-10-01	276075		BUY	998.97			209.15			253315.08
2024-10-08	281782		BUY	1001.06			1.12			253315.08
2024-10-17	287192		BUY	1000						256420
