date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	notes
2023-04-13	0		BUY	800.07		30847.62				100000
2023-04-14	802		BUY	699.91		30330.8				100000
2023-04-15	1480.35		BUY	500.01		30506.1				100000
2023-04-16	1973		BUY	499.97		30412.54				100000
2023-04-17	2394		BUY	500.18		29490.2				100000
2023-04-18	2987		BUY	500.07		30450.79				100000
2023-04-19	3386		BUY	500.05		29574.91				100000
2023-04-20	3789		BUY	500		28835.75				100000
2023-04-21	4196		BUY	500.01		28224.61				100000
2023-04-22	4560		BUY	500.07		27441.84				100000
2023-04-23	5111		BUY	500.07		27722.19				100000
2023-04-24	5608		BUY	500		27707.39				100000
2023-04-25	6067		BUY	500.06		27527.66				100000
2023-04-26	7138		BUY	500.03		29912.52				100000
2023-04-27	7411		BUY	500.05		29051.76				100000
2023-04-28	7969		BUY	500		29269.27				100000
2023-04-29	8512		BUY	500.01		29424.75				100000
2023-04-30	8970		BUY	501.6		29384.9				100000
2023-05-01	9272		BUY	500.05		28692.92				100000
2023-05-02	9596		BUY	500.05		28174.18				100000
2023-05-03	10138		BUY	500.18		28308.97				100000
2023-05-04	10978		BUY	497.27		29043.97				100000
2023-05-05	11438		BUY	500		29112.15				100000
2023-05-06	12050		BUY	500		29387.99				100000
2023-05-07	12414		BUY	500		29078.82				100000
2023-05-08	12415		BUY	500.07		27963.48				100000
2023-05-09	12848		BUY	500.05		27813.33				100000
2023-05-10	13593		BUY	499.86		28314.23				100000
2023-05-11	13701		BUY	499.95		27537.75				100000
2023-05-12	13674		BUY	499.95		26519.04				100000
2023-05-13	14401		BUY	500.05		26952.01				100000
2023-05-14	14896		BUY	500.01		26946.08				100000
2023-05-15	15708		BUY	500.01		27494.91				100000
2023-05-16	16017		BUY	600.02		27167.82				100000
2023-05-17	16368		BUY	500.05		26774.25				100000
2023-05-18	17284		BUY	500.06		27413.43				100000
2023-05-19	17453		BUY	599.99		26904.51				100000
2023-05-20	18103		BUY	600.08		27004.61				100000
2023-05-21	18720		BUY	600		27021.57				100000
2023-05-22	19252		BUY	600		26940.07				100000
2023-05-23	20144		BUY	500.05		27339.06				100000
2023-05-24	19958		BUY	500.08		26450.34				100000
2023-05-25	20410		BUY	500		26368.48				100000
2023-05-26	21164		BUY	500		26685.47				100000
2023-05-27	21716		BUY	600		26754.8				100000
2023-05-28	22760		BUY	500.05		27296				100000
2023-05-29	23817		BUY	500.06		27897.19				100000
2023-05-30	24276		BUY	499.99		27903.1				100000
2023-05-31	24129		BUY	500.05		27206.67				100000
2023-06-01	24504		BUY	500.09		27036.61				100000
2023-06-02	24998		BUY	600		27045.89				100000
2023-06-03	25788		BUY	600.06		27243.09				100000
2023-06-04	26457		BUY	600.02		27313.71				100000
2023-06-05	26623		BUY	600		26877.79				100000
2023-06-06	26421		BUY	600.16		26099.58				100000
2023-06-07	27714		BUY	599.92		26749.55				100000
2023-06-08	28002		BUY	600.01		26484.04				100000
2023-06-09	28832		BUY	600.09		26679.09				100000
2023-06-10	28403		BUY	600.03		25749.21				100000
2023-06-11	29165		BUY	599.98		25894.13				100000
2023-06-12	29787		BUY	599.97		25934.3				100000
2023-06-13	30608		BUY	500.03		26108.78				100000
2023-06-14	31103		BUY	599.99		26103.9				100000
2023-06-15	30466		BUY	600.06		25095.75				100000
2023-06-16	31708		BUY	600		25613.42				100000
2023-06-17	33591		BUY	600		26625.88				100000
2023-06-18	34181		BUY	600		26620.97				100000
2023-06-19	34746		BUY	600.01		26596.01				100000
2023-06-20	35758		BUY	600.01		26907.47				100000
2023-06-21	39269		BUY	500.1		29062.63				100000
2023-06-22	41302.61		SELL	41302.61		30076.63				105000
